Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5
SMO,F1,2021-07-01-23-37-41,2021-07-01-23-37-41,0.026659727096557617,41472.39825767169,41472.39825767169,27661.00100097881,20668.230863512774,20668.230863512774
SMO,F1,2021-07-01-23-37-41,2021-07-01-23-37-41,0.043103694915771484,58677.095641279615,24567.668137248384,24567.668137248384,22030.938693403103,16329.740768091659
